// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\5823be10-79e9-4ec5-a28e-d0e1509e4f22
// command took 1,45s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\5823be10-79e9-4ec5-a28e-d0e1509e4f22
// command took 2,43s and exited with 0
// ***** Done, took 00:00:04 (4.08 sec)   *****
// Found 6 benchmarks:
//   BenchMarkExecutor.FindItemForeach: DefaultJob
//   BenchMarkExecutor.FindItemFor: DefaultJob
//   BenchMarkExecutor.FindItemForList: DefaultJob
//   BenchMarkExecutor.FindItemLinq: DefaultJob
//   BenchMarkExecutor.getArrayListItem: DefaultJob
//   BenchMarkExecutor.getArrayListItemEquals: DefaultJob

// **************************
// Benchmark: BenchMarkExecutor.FindItemForeach: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "5823be10-79e9-4ec5-a28e-d0e1509e4f22.dll" --benchmarkName "DALMentoring.Collections.BenchMarkExecutor.FindItemForeach" --job "Default" --benchmarkId 0 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\5823be10-79e9-4ec5-a28e-d0e1509e4f22\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

Mean = 55.383 ns, StdErr = 0.306 ns (0.55%), N = 27, StdDev = 1.589 ns
Min = 52.257 ns, Q1 = 54.436 ns, Median = 54.703 ns, Q3 = 56.399 ns, Max = 58.863 ns
IQR = 1.964 ns, LowerFence = 51.490 ns, UpperFence = 59.345 ns
ConfidenceInterval = [54.249 ns; 56.516 ns] (CI 99.9%), Margin = 1.134 ns (2.05% of Mean)
Skewness = 0.56, Kurtosis = 2.7, MValue = 2
-------------------- Histogram --------------------
[51.561 ns ; 52.952 ns) | @
[52.952 ns ; 54.919 ns) | @@@@@@@@@@@@@
[54.919 ns ; 56.897 ns) | @@@@@@@@@@
[56.897 ns ; 59.558 ns) | @@@
---------------------------------------------------

BenchMarkExecutor.FindItemForList: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 56.528 ns, StdErr = 0.187 ns (0.33%), N = 13, StdDev = 0.673 ns
Min = 55.574 ns, Q1 = 56.309 ns, Median = 56.350 ns, Q3 = 56.549 ns, Max = 58.097 ns
IQR = 0.240 ns, LowerFence = 55.950 ns, UpperFence = 56.909 ns
ConfidenceInterval = [55.723 ns; 57.334 ns] (CI 99.9%), Margin = 0.805 ns (1.42% of Mean)
Skewness = 1.07, Kurtosis = 3.31, MValue = 2
-------------------- Histogram --------------------
[55.199 ns ; 56.809 ns) | @@@@@@@@@@@
[56.809 ns ; 58.473 ns) | @@
---------------------------------------------------

BenchMarkExecutor.getArrayListItemEquals: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 147.440 ns, StdErr = 0.717 ns (0.49%), N = 15, StdDev = 2.776 ns
Min = 144.953 ns, Q1 = 145.333 ns, Median = 146.065 ns, Q3 = 149.132 ns, Max = 153.273 ns
IQR = 3.799 ns, LowerFence = 139.634 ns, UpperFence = 154.832 ns
ConfidenceInterval = [144.471 ns; 150.408 ns] (CI 99.9%), Margin = 2.968 ns (2.01% of Mean)
Skewness = 0.92, Kurtosis = 2.5, MValue = 2
-------------------- Histogram --------------------
[144.947 ns ; 150.664 ns) | @@@@@@@@@@@@@
[150.664 ns ; 154.751 ns) | @@
---------------------------------------------------

BenchMarkExecutor.getArrayListItem: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 149.062 ns, StdErr = 0.533 ns (0.36%), N = 13, StdDev = 1.922 ns
Min = 146.310 ns, Q1 = 147.709 ns, Median = 148.504 ns, Q3 = 150.749 ns, Max = 152.245 ns
IQR = 3.040 ns, LowerFence = 143.150 ns, UpperFence = 155.309 ns
ConfidenceInterval = [146.760 ns; 151.364 ns] (CI 99.9%), Margin = 2.302 ns (1.54% of Mean)
Skewness = 0.29, Kurtosis = 1.43, MValue = 2
-------------------- Histogram --------------------
[145.237 ns ; 149.341 ns) | @@@@@@@@
[149.341 ns ; 152.904 ns) | @@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.12.1, OS=Windows 10.0.18363.1256 (1909/November2018Update/19H2)
AMD Ryzen 5 2600, 1 CPU, 12 logical and 6 physical cores
.NET Core SDK=5.0.101
  [Host]     : .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT  [AttachedDebugger]
  DefaultJob : .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT


|                 Method |      Mean |    Error |   StdDev | Rank |  Gen 0 | Gen 1 | Gen 2 | Allocated |
|----------------------- |----------:|---------:|---------:|-----:|-------:|------:|------:|----------:|
|        FindItemForeach |  23.05 ns | 0.200 ns | 0.187 ns |    1 |      - |     - |     - |         - |
|            FindItemFor |  25.11 ns | 0.453 ns | 0.424 ns |    2 |      - |     - |     - |         - |
|           FindItemLinq |  55.38 ns | 1.134 ns | 1.589 ns |    3 | 0.0210 |     - |     - |      88 B |
|        FindItemForList |  56.53 ns | 0.805 ns | 0.673 ns |    4 |      - |     - |     - |         - |
| getArrayListItemEquals | 147.44 ns | 2.968 ns | 2.776 ns |    5 | 0.0114 |     - |     - |      48 B |
|       getArrayListItem | 149.06 ns | 2.302 ns | 1.922 ns |    5 | 0.0114 |     - |     - |      48 B |

// * Warnings *
Environment
  Summary -> Benchmark was executed with attached debugger

// * Hints *
Outliers
  BenchMarkExecutor.FindItemLinq: Default     -> 3 outliers were removed (62.61 ns..63.50 ns)
  BenchMarkExecutor.FindItemForList: Default  -> 2 outliers were removed (60.70 ns, 61.01 ns)
  BenchMarkExecutor.getArrayListItem: Default -> 2 outliers were removed (158.97 ns, 171.77 ns)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Rank      : Relative position of current benchmark mean among all benchmarks (Arabic style)
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ns      : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:02:27 (147.16 sec), executed benchmarks: 6

Global total time: 00:02:31 (151.26 sec), executed benchmarks: 6
// * Artifacts cleanup *
