// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 7 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc
// command took 1,56s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc
// command took 2,7s and exited with 0
// ***** Done, took 00:00:04 (4.46 sec)   *****
// Found 7 benchmarks:
//   BenchMarkExecutor.FindItemForeachArray: DefaultJob
//   BenchMarkExecutor.FindItemForArray: DefaultJob
//   BenchMarkExecutor.FindItemForListArray: DefaultJob
//   BenchMarkExecutor.FindItemLinqListArray: DefaultJob
//   BenchMarkExecutor.getArrayListItem: DefaultJob
//   BenchMarkExecutor.getArrayListItemEquals: DefaultJob
//   BenchMarkExecutor.getArrayListItemIndexOf: DefaultJob

// **************************
// Benchmark: BenchMarkExecutor.FindItemForeachArray: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc.dll" --benchmarkName "DALMentoring.Collections.BenchMarkExecutor.FindItemForeachArray" --job "Default" --benchmarkId 0 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadActual   2: 8388608 op, 15646700.00 ns, 1.8652 ns/op
OverheadActual   3: 8388608 op, 15628800.00 ns, 1.8631 ns/op
OverheadActual   4: 8388608 op, 15687600.00 ns, 1.8701 ns/op
OverheadActual   5: 8388608 op, 15730200.00 ns, 1.8752 ns/op
OverheadActual   6: 8388608 op, 15659700.00 ns, 1.8668 ns/op
OverheadActual   7: 8388608 op, 15679000.00 ns, 1.8691 ns/op
OverheadActual   8: 8388608 op, 15649700.00 ns, 1.8656 ns/op
OverheadActual   9: 8388608 op, 15636300.00 ns, 1.8640 ns/op
OverheadActual  10: 8388608 op, 15653500.00 ns, 1.8660 ns/op
OverheadActual  11: 8388608 op, 15370400.00 ns, 1.8323 ns/op
OverheadActual  12: 8388608 op, 13937300.00 ns, 1.6615 ns/op
OverheadActual  13: 8388608 op, 13934000.00 ns, 1.6611 ns/op
OverheadActual  14: 8388608 op, 13960900.00 ns, 1.6643 ns/op
OverheadActual  15: 8388608 op, 14013300.00 ns, 1.6705 ns/op
OverheadActual  16: 8388608 op, 13934700.00 ns, 1.6611 ns/op
OverheadActual  17: 8388608 op, 13970900.00 ns, 1.6655 ns/op
OverheadActual  18: 8388608 op, 14025400.00 ns, 1.6720 ns/op
OverheadActual  19: 8388608 op, 14022100.00 ns, 1.6716 ns/op
OverheadActual  20: 8388608 op, 14025200.00 ns, 1.6719 ns/op

WorkloadWarmup   1: 8388608 op, 638493500.00 ns, 76.1144 ns/op
WorkloadWarmup   2: 8388608 op, 638341800.00 ns, 76.0963 ns/op
WorkloadWarmup   3: 8388608 op, 639719500.00 ns, 76.2605 ns/op
WorkloadWarmup   4: 8388608 op, 643507200.00 ns, 76.7120 ns/op
WorkloadWarmup   5: 8388608 op, 638214800.00 ns, 76.0811 ns/op
WorkloadWarmup   6: 8388608 op, 641250200.00 ns, 76.4430 ns/op
WorkloadWarmup   7: 8388608 op, 637157400.00 ns, 75.9551 ns/op

// BeforeActualRun
WorkloadActual   1: 8388608 op, 636879500.00 ns, 75.9220 ns/op
WorkloadActual   2: 8388608 op, 629319900.00 ns, 75.0208 ns/op
WorkloadActual   3: 8388608 op, 630279400.00 ns, 75.1352 ns/op
WorkloadActual   4: 8388608 op, 653215400.00 ns, 77.8693 ns/op
WorkloadActual   5: 8388608 op, 638389600.00 ns, 76.1020 ns/op
WorkloadActual   6: 8388608 op, 639894600.00 ns, 76.2814 ns/op
WorkloadActual   7: 8388608 op, 662088400.00 ns, 78.9271 ns/op
WorkloadActual   8: 8388608 op, 645871900.00 ns, 76.9939 ns/op
WorkloadActual   9: 8388608 op, 643391500.00 ns, 76.6982 ns/op
WorkloadActual  10: 8388608 op, 639955900.00 ns, 76.2887 ns/op
WorkloadActual  11: 8388608 op, 641140800.00 ns, 76.4299 ns/op
WorkloadActual  12: 8388608 op, 640955500.00 ns, 76.4078 ns/op
WorkloadActual  13: 8388608 op, 636070300.00 ns, 75.8255 ns/op
WorkloadActual  14: 8388608 op, 640958300.00 ns, 76.4082 ns/op
WorkloadActual  15: 8388608 op, 637743400.00 ns, 76.0249 ns/op

// AfterActualRun
WorkloadResult   1: 8388608 op, 621379900.00 ns, 74.0743 ns/op
WorkloadResult   2: 8388608 op, 613820300.00 ns, 73.1731 ns/op
WorkloadResult   3: 8388608 op, 614779800.00 ns, 73.2875 ns/op
WorkloadResult   4: 8388608 op, 622890000.00 ns, 74.2543 ns/op
WorkloadResult   5: 8388608 op, 624395000.00 ns, 74.4337 ns/op
WorkloadResult   6: 8388608 op, 630372300.00 ns, 75.1462 ns/op
WorkloadResult   7: 8388608 op, 627891900.00 ns, 74.8505 ns/op
WorkloadResult   8: 8388608 op, 624456300.00 ns, 74.4410 ns/op
WorkloadResult   9: 8388608 op, 625641200.00 ns, 74.5822 ns/op
WorkloadResult  10: 8388608 op, 625455900.00 ns, 74.5602 ns/op
WorkloadResult  11: 8388608 op, 620570700.00 ns, 73.9778 ns/op
WorkloadResult  12: 8388608 op, 625458700.00 ns, 74.5605 ns/op
WorkloadResult  13: 8388608 op, 622243800.00 ns, 74.1772 ns/op
GC:  0 0 0 0 8388608
Threading:  2 0 8388608

// AfterAll
// Benchmark Process 17260 has exited with code 0

Mean = 74.271 ns, StdErr = 0.155 ns (0.21%), N = 13, StdDev = 0.557 ns
Min = 73.173 ns, Q1 = 74.074 ns, Median = 74.434 ns, Q3 = 74.560 ns, Max = 75.146 ns
IQR = 0.486 ns, LowerFence = 73.345 ns, UpperFence = 75.290 ns
ConfidenceInterval = [73.603 ns; 74.938 ns] (CI 99.9%), Margin = 0.667 ns (0.90% of Mean)
Skewness = -0.6, Kurtosis = 2.49, MValue = 2

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\DALMentoring.Collections.BenchMarkExecutor-report.csv
  BenchmarkDotNet.Artifacts\results\DALMentoring.Collections.BenchMarkExecutor-report-github.md
  BenchmarkDotNet.Artifacts\results\DALMentoring.Collections.BenchMarkExecutor-report.html

// * Detailed results *
BenchMarkExecutor.FindItemForeachArray: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 23.475 ns, StdErr = 0.080 ns (0.34%), N = 14, StdDev = 0.300 ns
Min = 23.073 ns, Q1 = 23.221 ns, Median = 23.398 ns, Q3 = 23.702 ns, Max = 23.921 ns
IQR = 0.480 ns, LowerFence = 22.501 ns, UpperFence = 24.422 ns
ConfidenceInterval = [23.137 ns; 23.813 ns] (CI 99.9%), Margin = 0.338 ns (1.44% of Mean)
Skewness = 0.19, Kurtosis = 1.44, MValue = 2
-------------------- Histogram --------------------
[23.015 ns ; 23.998 ns) | @@@@@@@@@@@@@@
---------------------------------------------------

BenchMarkExecutor.FindItemForArray: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 24.659 ns, StdErr = 0.048 ns (0.19%), N = 13, StdDev = 0.172 ns
Min = 24.304 ns, Q1 = 24.518 ns, Median = 24.723 ns, Q3 = 24.794 ns, Max = 24.826 ns
IQR = 0.276 ns, LowerFence = 24.103 ns, UpperFence = 25.209 ns
ConfidenceInterval = [24.453 ns; 24.866 ns] (CI 99.9%), Margin = 0.207 ns (0.84% of Mean)
Skewness = -0.78, Kurtosis = 2.08, MValue = 2
-------------------- Histogram --------------------
[24.208 ns ; 24.923 ns) | @@@@@@@@@@@@@
---------------------------------------------------

BenchMarkExecutor.FindItemLinqListArray: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 45.852 ns, StdErr = 0.233 ns (0.51%), N = 19, StdDev = 1.014 ns
Min = 44.356 ns, Q1 = 45.069 ns, Median = 45.786 ns, Q3 = 46.528 ns, Max = 48.461 ns
IQR = 1.458 ns, LowerFence = 42.882 ns, UpperFence = 48.715 ns
ConfidenceInterval = [44.940 ns; 46.764 ns] (CI 99.9%), Margin = 0.912 ns (1.99% of Mean)
Skewness = 0.68, Kurtosis = 3.01, MValue = 2
-------------------- Histogram --------------------
[43.857 ns ; 44.872 ns) | @@
[44.872 ns ; 45.870 ns) | @@@@@@@@@
[45.870 ns ; 47.032 ns) | @@@@@@@
[47.032 ns ; 48.960 ns) | @
---------------------------------------------------

BenchMarkExecutor.FindItemForListArray: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 57.553 ns, StdErr = 0.153 ns (0.27%), N = 14, StdDev = 0.573 ns
Min = 56.829 ns, Q1 = 57.150 ns, Median = 57.455 ns, Q3 = 57.706 ns, Max = 58.856 ns
IQR = 0.556 ns, LowerFence = 56.315 ns, UpperFence = 58.540 ns
ConfidenceInterval = [56.906 ns; 58.199 ns] (CI 99.9%), Margin = 0.646 ns (1.12% of Mean)
Skewness = 0.73, Kurtosis = 2.65, MValue = 2
-------------------- Histogram --------------------
[56.517 ns ; 59.168 ns) | @@@@@@@@@@@@@@
---------------------------------------------------

BenchMarkExecutor.getArrayListItemIndexOf: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 74.271 ns, StdErr = 0.155 ns (0.21%), N = 13, StdDev = 0.557 ns
Min = 73.173 ns, Q1 = 74.074 ns, Median = 74.434 ns, Q3 = 74.560 ns, Max = 75.146 ns
IQR = 0.486 ns, LowerFence = 73.345 ns, UpperFence = 75.290 ns
ConfidenceInterval = [73.603 ns; 74.938 ns] (CI 99.9%), Margin = 0.667 ns (0.90% of Mean)
Skewness = -0.6, Kurtosis = 2.49, MValue = 2
-------------------- Histogram --------------------
[72.862 ns ; 75.457 ns) | @@@@@@@@@@@@@
---------------------------------------------------

BenchMarkExecutor.getArrayListItemEquals: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 140.871 ns, StdErr = 0.390 ns (0.28%), N = 14, StdDev = 1.460 ns
Min = 138.829 ns, Q1 = 139.570 ns, Median = 141.192 ns, Q3 = 141.567 ns, Max = 144.356 ns
IQR = 1.997 ns, LowerFence = 136.575 ns, UpperFence = 144.561 ns
ConfidenceInterval = [139.224 ns; 142.518 ns] (CI 99.9%), Margin = 1.647 ns (1.17% of Mean)
Skewness = 0.53, Kurtosis = 2.94, MValue = 2
-------------------- Histogram --------------------
[138.034 ns ; 145.151 ns) | @@@@@@@@@@@@@@
---------------------------------------------------

BenchMarkExecutor.getArrayListItem: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 150.600 ns, StdErr = 0.452 ns (0.30%), N = 15, StdDev = 1.749 ns
Min = 147.534 ns, Q1 = 149.571 ns, Median = 150.577 ns, Q3 = 151.670 ns, Max = 153.824 ns
IQR = 2.099 ns, LowerFence = 146.423 ns, UpperFence = 154.818 ns
ConfidenceInterval = [148.729 ns; 152.470 ns] (CI 99.9%), Margin = 1.870 ns (1.24% of Mean)
Skewness = 0.05, Kurtosis = 2.09, MValue = 2
-------------------- Histogram --------------------
[146.603 ns ; 153.945 ns) | @@@@@@@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.12.1, OS=Windows 10.0.18363.1256 (1909/November2018Update/19H2)
AMD Ryzen 5 2600, 1 CPU, 12 logical and 6 physical cores
.NET Core SDK=5.0.101
  [Host]     : .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT  [AttachedDebugger]
  DefaultJob : .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT


|                  Method |      Mean |    Error |   StdDev | Rank |  Gen 0 | Gen 1 | Gen 2 | Allocated |
|------------------------ |----------:|---------:|---------:|-----:|-------:|------:|------:|----------:|
|    FindItemForeachArray |  23.48 ns | 0.338 ns | 0.300 ns |    1 |      - |     - |     - |         - |
|        FindItemForArray |  24.66 ns | 0.207 ns | 0.172 ns |    2 |      - |     - |     - |         - |
|   FindItemLinqListArray |  45.85 ns | 0.912 ns | 1.014 ns |    3 | 0.0210 |     - |     - |      88 B |
|    FindItemForListArray |  57.55 ns | 0.646 ns | 0.573 ns |    4 |      - |     - |     - |         - |
| getArrayListItemIndexOf |  74.27 ns | 0.667 ns | 0.557 ns |    5 |      - |     - |     - |         - |
|  getArrayListItemEquals | 140.87 ns | 1.647 ns | 1.460 ns |    6 | 0.0114 |     - |     - |      48 B |
|        getArrayListItem | 150.60 ns | 1.870 ns | 1.749 ns |    7 | 0.0114 |     - |     - |      48 B |

// * Warnings *
Environment
  Summary -> Benchmark was executed with attached debugger

// * Hints *
Outliers
  BenchMarkExecutor.FindItemForeachArray: Default    -> 1 outlier  was  removed (28.53 ns)
  BenchMarkExecutor.FindItemForArray: Default        -> 2 outliers were removed (26.91 ns, 26.95 ns)
  BenchMarkExecutor.FindItemForListArray: Default    -> 1 outlier  was  removed (60.83 ns)
  BenchMarkExecutor.getArrayListItemIndexOf: Default -> 2 outliers were removed, 3 outliers were detected (75.02 ns, 77.87 ns, 78.93 ns)
  BenchMarkExecutor.getArrayListItemEquals: Default  -> 1 outlier  was  removed (146.93 ns)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Rank      : Relative position of current benchmark mean among all benchmarks (Arabic style)
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ns      : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:02:25 (145.37 sec), executed benchmarks: 7

Global total time: 00:02:29 (149.84 sec), executed benchmarks: 7
// * Artifacts cleanup *
