// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\307cd3c4-361e-42ac-888a-7a2999f2a714
// command took 1,42s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\307cd3c4-361e-42ac-888a-7a2999f2a714
// command took 2,44s and exited with 0
// ***** Done, took 00:00:03 (3.98 sec)   *****
// Found 6 benchmarks:
//   BenchMarkExecutor.FindItemForeach: DefaultJob
//   BenchMarkExecutor.FindItemFor: DefaultJob
//   BenchMarkExecutor.FindItemForList: DefaultJob
//   BenchMarkExecutor.FindItemLinq: DefaultJob
//   BenchMarkExecutor.getArrayListItem: DefaultJob
//   BenchMarkExecutor.getArrayListItemEquals: DefaultJob

// **************************
// Benchmark: BenchMarkExecutor.FindItemForeach: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "307cd3c4-361e-42ac-888a-7a2999f2a714.dll" --benchmarkName "DALMentoring.Collections.BenchMarkExecutor.FindItemForeach" --job "Default" --benchmarkId 0 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\307cd3c4-361e-42ac-888a-7a2999f2a714\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

Skewness = 0.45, Kurtosis = 1.97, MValue = 2
-------------------- Histogram --------------------
[55.786 ns ; 58.041 ns) | @@@@@@@@@@@
[58.041 ns ; 59.691 ns) | @@@@
---------------------------------------------------

BenchMarkExecutor.getArrayListItemEquals: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 136.909 ns, StdErr = 0.476 ns (0.35%), N = 15, StdDev = 1.843 ns
Min = 134.923 ns, Q1 = 135.526 ns, Median = 136.212 ns, Q3 = 137.699 ns, Max = 140.393 ns
IQR = 2.173 ns, LowerFence = 132.266 ns, UpperFence = 140.959 ns
ConfidenceInterval = [134.938 ns; 138.879 ns] (CI 99.9%), Margin = 1.971 ns (1.44% of Mean)
Skewness = 0.79, Kurtosis = 2.01, MValue = 2
-------------------- Histogram --------------------
[134.487 ns ; 140.907 ns) | @@@@@@@@@@@@@@@
---------------------------------------------------

BenchMarkExecutor.getArrayListItem: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 141.296 ns, StdErr = 0.328 ns (0.23%), N = 15, StdDev = 1.271 ns
Min = 139.559 ns, Q1 = 140.065 ns, Median = 141.583 ns, Q3 = 141.794 ns, Max = 143.600 ns
IQR = 1.729 ns, LowerFence = 137.472 ns, UpperFence = 144.387 ns
ConfidenceInterval = [139.938 ns; 142.654 ns] (CI 99.9%), Margin = 1.358 ns (0.96% of Mean)
Skewness = 0.07, Kurtosis = 1.78, MValue = 2
-------------------- Histogram --------------------
[138.883 ns ; 144.276 ns) | @@@@@@@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.12.1, OS=Windows 10.0.18363.1256 (1909/November2018Update/19H2)
AMD Ryzen 5 2600, 1 CPU, 12 logical and 6 physical cores
.NET Core SDK=5.0.101
  [Host]     : .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
  DefaultJob : .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT


|                 Method |      Mean |    Error |   StdDev | Rank |  Gen 0 | Gen 1 | Gen 2 | Allocated |
|----------------------- |----------:|---------:|---------:|-----:|-------:|------:|------:|----------:|
|        FindItemForeach |  23.33 ns | 0.249 ns | 0.233 ns |    1 |      - |     - |     - |         - |
|            FindItemFor |  24.71 ns | 0.446 ns | 0.417 ns |    2 |      - |     - |     - |         - |
|           FindItemLinq |  53.73 ns | 0.921 ns | 0.861 ns |    3 | 0.0210 |     - |     - |      88 B |
|        FindItemForList |  57.66 ns | 0.941 ns | 0.881 ns |    4 |      - |     - |     - |         - |
| getArrayListItemEquals | 136.91 ns | 1.971 ns | 1.843 ns |    5 | 0.0114 |     - |     - |      48 B |
|       getArrayListItem | 141.30 ns | 1.358 ns | 1.271 ns |    6 | 0.0114 |     - |     - |      48 B |

// * Hints *
Outliers
  BenchMarkExecutor.FindItemLinq: Default -> 2 outliers were removed (58.20 ns, 58.92 ns)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Rank      : Relative position of current benchmark mean among all benchmarks (Arabic style)
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ns      : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:02:05 (125.33 sec), executed benchmarks: 6

Global total time: 00:02:09 (129.32 sec), executed benchmarks: 6
// * Artifacts cleanup *
